"";"040000277755233";"040000681337645";"040000823537322";"756712018039935";"756713388027539";"203XXXXXXXXXXX";"276000917192098";"276000947940349";"276000803608138";"276000910794565";"276000912392042";"276000913892370";"276000914255847";"276000914863883";"276000915040032";"276000918174246";"276000918197733";"276000918197923";"276000918966927";"276000919017499";"276000919253926";"276000919587582";"276000920791856";"276000926769689";"276000928528600";"276000929404092";"276000932627221";"276000932657399";"276000932878499";"276000932934199";"276000933687502";"276000933835752";"276000935101102";"276000935281577";"276000935704715";"276000936319703";"276000937030561";"276000937187135";"276000937293240";"276000937447484";"276000937694254";"276000937732019";"276000937746688";"276000937795843";"276000937809494";"276000938263111";"276000938595455";"276000940823906";"276000941115399";"276000941364903";"276000942238113";"276000946485312";"276007600026785"
"040000277755233";0;0,0480562;0,00966807;-0,00510035;-0,0359938;0,0450034;-0,0266314;0,000107059;-0,0232312;-0,017412;-0,033969;-0,0372166;-0,00530696;-0,0018049;-0,00942615;-0,046891;0,02654;0,00376906;-0,0197505;-0,0051818;-0,0104639;-0,014109;-0,0209554;-0,01584;-0,0186902;-0,0284424;0,0622905;0,00353324;-0,0172755;-0,019071;-0,0218673;0,0161953;0,000979151;0,000212117;-0,0258339;0,0340373;-0,0332897;-0,0258993;-0,0385209;0,0023569;-0,0187661;0,0471544;-0,0118398;-0,00952204;-0,0199945;-0,0241037;-0,00813967;-0,0152678;0,0149506;0,0075656;0,0523699;-0,0275581;0,00308715
"040000681337645";0,0480562;0;-0,0158151;-0,00201274;-0,0109637;-0,0117458;0,0127223;-0,00908944;0,0179055;-0,00550051;-0,0302777;-0,0131999;0,00859708;-0,0178889;-0,0145142;-0,0476998;0,0114095;-0,00786645;-0,000743219;-0,0214004;-0,00334942;-3,9513e-05;-0,0104014;-0,00562325;-0,0139254;-0,0244312;-0,000261179;-0,0114228;-0,0197886;-0,0152442;-0,00426035;-0,0148189;0,00581419;-0,0127751;-0,0111936;0,0144317;0,018036;-0,0119557;-0,0103618;-0,0116441;-0,0118366;0,0269542;-0,0198841;-0,00572019;0,0023843;-0,00380682;-0,0107812;-0,0177701;0,0454137;-0,0260169;0,0162651;-0,0172371;-0,0154402
"040000823537322";0,00966807;-0,0158151;0;0,00222635;-0,0176087;-0,00611524;-0,0220011;-0,00892389;-0,00477018;-0,0188041;-0,0340198;-0,0150676;-0,0128695;-0,00281578;0,0303102;-0,0289908;-0,0164014;-0,00788596;0,00204131;0,00474992;-0,0145228;-0,0309221;-0,00551209;-0,019224;0,00748644;-0,0146784;0,00972726;-0,0157819;0,0519728;-0,0253121;-0,0175633;-0,00351875;0,0364939;-0,033485;-0,00748161;-0,0229668;-0,0309558;-0,00924565;-0,0172507;-0,00335303;-0,0215257;-0,00783132;0,0256298;-0,017279;-0,0169227;-0,0202581;-0,0165933;-0,00504372;-0,0160175;-0,0238209;-0,0110918;-0,0190396;0,0108519
"756712018039935";-0,00510035;-0,00201274;0,00222635;0;0,0591393;-0,0216457;0,00110932;-0,0063912;0,0068041;-0,00615531;-0,0140053;-0,00925509;0,00496448;-0,0202744;0,0210826;-0,00781986;-0,0334994;-0,026984;-0,00560409;-0,0138206;-0,00396048;-0,0121646;0,0163416;0,0253023;0,0121038;0,0169902;-0,0091855;-0,02238;-0,00612392;-0,0172649;-0,00670562;-0,0183607;-0,00335884;-0,0183141;-0,00863001;-0,0305068;-0,022192;-0,0154836;-0,04253;-0,0220919;-0,0204395;-0,0274153;0,00315292;0,00182373;-0,0284132;-0,00702981;-0,00915407;-0,0178389;-0,0212795;-0,0478493;-0,0201948;-0,0270225;0,0254321
"756713388027539";-0,0359938;-0,0109637;-0,0176087;0,0591393;0;-0,0221226;0,00418371;-0,0245558;0,0269981;-0,00124631;-0,00594118;0,0137917;-0,0118894;-0,0121673;0,0179148;-0,016609;-0,032727;-0,0208292;0,0024948;0,00206847;-0,00524958;-0,00604826;0,0158243;0,0186827;0,0124715;-0,00512249;-0,0042783;-0,0224883;0,00905921;0,00816881;0,00141749;-0,0152686;-0,0357947;-0,0208954;0,0128834;-0,00794649;-0,0185761;-0,0108763;-0,0400895;-0,00173516;-0,0156246;-0,0272409;-0,0157598;0,0100783;-0,00341226;-0,00832361;-0,0110029;-0,010594;-0,0178191;-0,0362855;-0,00789096;-0,0148837;0,0140014
"203XXXXXXXXXXX";0,0450034;-0,0117458;-0,00611524;-0,0216457;-0,0221226;0;-0,0297089;-0,00150918;-0,0287753;-0,00746312;-0,0443158;-0,0445649;-0,0147395;-0,0449207;-0,0246287;-0,0354414;0,022005;0,0260255;-0,0354619;-0,0167052;0,000444754;-0,0203819;-0,0311629;-0,0284471;-0,021287;-0,0289511;0,00810418;-0,015323;-0,0170204;-0,00920172;-0,0126019;-0,0186239;-0,0183376;0,011448;-0,000914634;-0,00520294;0,0130437;-0,00520581;0,00511273;-0,0176181;-0,00966616;-0,0137658;-0,0216026;0,00257534;3,38566e-05;-0,00752763;-0,031325;-0,0136439;0,0154989;0,0294227;0,0227993;-0,00100575;-0,0121999
"276000917192098";-0,0266314;0,0127223;-0,0220011;0,00110932;0,00418371;-0,0297089;0;-0,0118083;0,00638441;-0,0260264;-0,0342748;-0,0140842;0,0054786;-0,0195328;-0,00430664;-0,0310556;-0,0171583;-0,0142853;-0,0239298;-0,00991435;-0,00172165;0,0105199;0,0112117;-0,0124812;0,00544142;-0,0166623;8,69799e-05;-0,0316918;0,011528;-0,0137585;0,0077912;-0,0228095;-0,0259789;-0,0399025;-0,0195002;0,0325298;0,00702972;-0,0280152;0,0257196;0,00640263;-0,0454918;-0,041923;0,00232669;-0,00619683;0,0253583;-0,000845423;0,0337641;-0,0133026;-0,00737433;-0,0120021;0,00249648;-0,00170669;0,0411799
"276000947940349";0,000107059;-0,00908944;-0,00892389;-0,0063912;-0,0245558;-0,00150918;-0,0118083;0;-0,0259316;0,00477792;-0,0273219;-0,0369489;-0,0278874;-0,0035328;-0,0144108;0,0111948;-0,013019;0,0437637;-0,0328906;-0,018385;-0,0140741;-0,0214166;-0,0227075;-0,00833666;0,00242073;-0,0280444;0,013517;-0,0290561;0,00105805;-0,0240142;-0,035474;-0,00151966;-0,00328275;-0,0175899;-0,0335156;-0,0263009;-0,025774;-0,00819319;0,0258269;-0,0179026;-0,00688745;0,00544624;-0,000833052;-0,0132924;0,00551796;-0,021776;0,0120344;-0,00562814;-0,0424901;0,00214306;-0,0288974;-0,000730017;-0,0187979
"276000803608138";-0,0232312;0,0179055;-0,00477018;0,0068041;0,0269981;-0,0287753;0,00638441;-0,0259316;0;-0,0125146;-0,0152448;-0,00646826;-0,00708792;-0,00483151;0,0275211;-0,0141775;-0,025159;-0,0104828;0,00561099;-0,0125354;-0,00544962;-0,0162545;0,00771424;0,00348815;0,0276153;-0,0081682;0,0244259;-0,0253612;0,00946342;-0,0282375;0,00111961;-0,01436;-0,0226126;-0,0134446;0,0119879;-0,00590404;-0,0134653;-0,0152796;-0,0310201;0,0195378;-0,0184341;-0,0349274;-0,0156188;-0,0041774;-0,0174286;-0,0087093;-0,0133173;-0,0135052;-0,0133229;-0,0373251;-0,0100347;0,00395404;0,0184558
