"";"040000277755233";"040000574600534";"040000681337645";"040000823537322";"040000927146534";"040000963638719";"756710488074272";"756712006074573";"756712018039935";"756712154013875";"756712455090575";"756713065011578";"756713620026917";"203XXXXXXXXXXX";"276000917192098";"276000947940349";"276000803608138";"276000809706945";"276000811017046";"276000910794565";"276000911432723";"276000913404342";"276000914255847";"276000914863883";"276000915040032";"276000915508121";"276000917327047";"276000919017499";"276000919253926";"276000922722988";"276000925265555";"276000926428551";"276000926769689";"276000928528600";"276000929404092";"276000932204616";"276000932627221";"276000932657399";"276000932878499";"276000933179301";"276000933223030";"276000933687502";"276000933752613";"276000933835752";"276000933855292";"276000934399962";"276000934694674";"276000935101102";"276000935463615";"276000936189219";"276000936319703";"276000936477017";"276000936487534";"276000936580580";"276000937030561";"276000937447484";"276000937694254";"276000937732019";"276000937793170";"276000937795843";"276000937809494";"276000938063849";"276000938263111";"276000938322620";"276000938806653";"276000939109211";"276000939560629";"276000939611602";"276000940220038";"276000940777732";"276000940823906";"276000941115399";"276000942238113";"276000946586289";"276000947638535";"276000979317838";"276007600026785"
"040000277755233";0;-0,0265432;0,0480562;0,00966807;0,000804091;0,0371758;-0,0363446;-0,0171809;-0,00510035;-0,0162806;-0,0111603;-0,0221092;-0,0170993;0,0450034;-0,0266314;0,000107059;-0,0232312;0,107881;-0,032325;-0,017412;-0,0266876;-0,0377064;-0,00530696;-0,0018049;-0,00942615;-0,0244018;-0,0145571;-0,0051818;-0,0104639;-0,0242532;-0,0309173;-0,0233698;-0,01584;-0,0186902;-0,0284424;-0,017707;0,0622905;0,00353324;-0,0172755;-0,0238103;-0,0212705;-0,0218673;-0,0211006;0,0161953;0,0437417;0,0659594;-0,0397938;0,000979151;0,00887496;-0,0398553;0,0340373;-0,0209219;-0,0237739;-0,022317;-0,0332897;0,0023569;-0,0187661;0,0471544;0,0222749;-0,00952204;-0,0199945;0,0387616;-0,0241037;-0,0161534;-0,0491896;0,0363544;-0,037782;0,0603786;0,0278029;-0,0203936;-0,0152678;0,0149506;0,0523699;0,0363411;-0,0212479;0,0831326;0,00308715
"040000574600534";-0,0265432;0;0,0161498;-0,0292771;-0,00358037;-0,0271156;-0,0138861;0,00792815;0,00148966;0,0115714;0,0104904;0,000292228;0,00485966;-0,0392393;0,0735263;0,0171811;0,0667017;-0,045689;-0,0325756;-0,0240442;0,0109239;-0,0225922;-0,00805014;-0,0273916;-0,0250287;-0,0311853;-0,00309506;-0,00785883;-0,021863;-0,00739528;-0,0345164;-0,011553;0,0165978;0,0147541;-0,0128568;-0,0396812;-0,00273839;-0,03561;-0,0196305;-0,0355845;0,0221532;-0,0343262;-0,0248357;-0,0152393;-0,0233048;-0,0436917;-0,0245385;-0,0181717;0,0774966;-0,0460724;0,074155;-0,0375083;-0,0374846;-0,0348797;-0,00498045;-0,0131164;-0,0340522;-0,0396114;-0,0445634;-0,0161169;0,0526901;0,0927797;0,0075319;0,0366305;-0,0156783;-0,0445305;0,0346551;-0,0293999;-0,0300288;-0,0373707;-0,0314341;-0,0213272;-0,0259442;0,0152719;0,0400442;-0,0573685;7,98918e-05
"040000681337645";0,0480562;0,0161498;0;-0,0158151;0,0252786;0,0630448;-0,0132219;-0,0143048;-0,00201274;0,020304;-0,0215941;-0,0102119;-0,00855089;-0,0117458;0,0127223;-0,00908944;0,0179055;0,00411117;-0,0112165;-0,00550051;0,0133005;-0,0162228;0,00859708;-0,0178889;-0,0145142;-0,00488154;0,00974807;-0,0214004;-0,00334942;0,000760601;-0,00644888;-0,0145496;-0,00562325;-0,0139254;-0,0244312;-0,0381783;-0,000261179;-0,0114228;-0,0197886;-0,0195343;0,0113222;-0,00426035;-0,0183786;-0,0148189;0,003807;0,00951729;-0,0213621;0,00581419;0,00465886;-0,0327609;0,0144317;-0,0372245;-0,0252956;-0,0388451;0,018036;-0,0116441;-0,0118366;0,0269542;-0,0136942;-0,00572019;0,0023843;-0,00800989;-0,00380682;-0,0035094;-0,0317104;0,0125901;-0,00656343;0,0149971;-0,0203718;-0,00463309;-0,0177701;0,0454137;0,0162651;0,0160325;-0,0273916;0,0236162;-0,0154402
"040000823537322";0,00966807;-0,0292771;-0,0158151;0;-0,0213691;-0,00399958;0,0217573;0,00100958;0,00222635;-0,00919573;-0,0127682;-0,00688139;0,00725402;-0,00611524;-0,0220011;-0,00892389;-0,00477018;-0,00927322;-0,00639219;-0,0188041;-0,0330074;0,0152748;-0,0128695;-0,00281578;0,0303102;-0,0143962;0,0116915;0,00474992;-0,0145228;0,00269546;-0,0101753;0,0161435;-0,019224;0,00748644;-0,0146784;-0,0233629;0,00972726;-0,0157819;0,0519728;-0,0229452;-0,00548425;-0,0175633;0,000898865;-0,00351875;-0,0132752;0,014404;-0,0342791;0,0364939;-0,038591;-0,0111897;-0,0229668;-0,0194055;-0,013604;0,0022688;-0,0309558;-0,00335303;-0,0215257;-0,00783132;0,0180654;-0,017279;-0,0169227;-0,00877051;-0,0202581;-0,0199242;-0,0341545;-0,018193;-0,0278824;-0,020084;0,00313086;-0,035851;-0,00504372;-0,0160175;-0,0110918;-0,0042652;-0,000115893;-0,0312906;0,0108519
"040000927146534";0,000804091;-0,00358037;0,0252786;-0,0213691;0;0,00908231;-0,00360951;-0,0141118;-0,00776494;-0,00483175;-0,0142509;-0,0129217;-0,00992655;-0,00183773;-0,00198481;-0,00475261;0,0107374;-0,0544956;0,0065698;0,00940195;-0,00263956;-0,017073;0,0764809;-0,0218921;-0,0240799;0,00869241;-0,00793265;0,0454286;0,0225691;-0,00605506;-0,0217612;-0,0115633;0,000189243;0,000484219;0,00981461;-0,0323456;-0,000141123;-0,00346585;-0,0176048;-0,0179463;-0,0242585;0,0176083;-0,010734;-0,0123651;-0,0130749;-0,0148759;0,00892239;-0,00629721;-0,0112569;-0,0178149;-0,013133;-0,0146475;-0,0203555;-0,0239164;0,0838838;-0,0151566;-0,00754326;0,0175265;-0,0103118;0,0175839;-0,00386776;0,0107548;0,0102467;-0,0359381;-0,0269451;-0,0199583;-0,0235822;-0,000304644;-0,0105681;-0,00438218;-0,0111917;0,0386416;-0,00932648;-0,0218517;-0,0121247;0,0524948;0,00248633
"040000963638719";0,0371758;-0,0271156;0,0630448;-0,00399958;0,00908231;0;-0,0155782;-0,00815277;-0,0050706;-0,00365522;-0,0200893;-0,00892428;-0,00798992;-0,0182224;0,00695839;-0,000132113;0,0107467;0,0459005;-0,00212232;-0,0189822;-0,0152731;-0,0208407;0,00497083;-0,0212101;0,0983797;-0,0148723;-0,0303522;-0,0286806;-0,0192235;-0,0111745;-0,0208954;0,039122;-0,0120409;-0,00980707;0,00108821;-0,0200653;0,00802368;-0,00259482;0,00242668;-0,0232105;0,0239082;-0,0287164;-0,0304627;0,00114202;0,0119869;0,0119367;-0,0117263;-0,00664019;0,0032384;-0,025066;0,00609275;-0,0209695;-0,0344133;-0,0224992;-0,00319539;0,00390976;-0,0296801;-0,00773216;0,0135121;0,00422196;-0,00745018;0,0275512;-0,00414523;-0,0387142;-0,000588803;0,0164266;-0,0309641;-0,0195855;0,0896305;-0,031162;-0,0140393;0,0194309;0,0142104;0,00916844;-0,0184632;-0,0104179;0,00486803
"756710488074272";-0,0363446;-0,0138861;-0,0132219;0,0217573;-0,00360951;-0,0155782;0;0,0391234;0,0419159;0,0631666;0,0341082;0,0314476;0,0737968;0,00741716;-0,0149584;-0,015271;0,0111259;-0,0316944;-0,0431754;-0,00382796;-0,00411108;-0,00855904;-0,0081547;0,0215912;0,0204837;-0,0136877;-0,0210026;-0,0143373;-0,00828115;-0,0125953;-0,00472753;-0,0102936;0,0194512;0,0139351;-0,0232974;-0,0210573;-0,018116;-0,0274329;0,00455178;-0,0221879;-0,0195921;-0,0153948;-0,0179041;-0,00399022;-0,0275724;-0,0261694;0,0289692;-0,0407315;-0,0424221;-0,0147566;-0,0231573;-0,0266556;-0,027034;-0,01356;-0,0323837;-0,0223322;-0,0249343;-0,0220766;-0,0255437;-0,0211019;0,0690305;-0,0314858;-0,0210883;-0,0028222;-0,00377669;-0,0315182;0,0105492;-0,0282072;-0,000390444;0,0268917;-0,0145686;-0,0117984;-0,0249563;-0,000888034;0,0101362;-0,0604907;0,00786312
"756712006074573";-0,0171809;0,00792815;-0,0143048;0,00100958;-0,0141118;-0,00815277;0,0391234;0;0,0745739;0,110645;0,10154;0,0737459;0,082768;-0,0212765;0,00333337;-0,0219111;0,016797;-0,0346277;-0,0301723;-0,0117873;-0,0094882;-0,0261229;0,0105779;-0,0244606;0,0331964;0,000798254;-0,0207475;-0,00209036;0,00216754;0,0159512;-0,000248381;-0,000205789;0,0353642;0,0318608;-0,00146844;-0,02271;-0,00918175;-0,0112188;-0,00371187;-0,0344914;-0,0206472;-0,00704753;-0,0105239;-0,0102556;-0,0269621;-0,0187424;-0,0319873;-0,0217986;-0,0193579;-0,0106099;-0,0154541;-0,00836918;-0,0269561;-0,0184343;-0,0220945;-0,0050449;-0,0199929;-0,0296291;-0,0103921;-0,00362778;-0,0258736;-0,0244292;-0,00998851;-0,00169501;-0,0284053;-0,0277061;-0,03854;-0,0183915;-0,0160693;-0,0105779;-0,0125793;-0,022224;-0,0128367;-0,0281533;-0,0200301;-0,0443575;0,0164687
"756712018039935";-0,00510035;0,00148966;-0,00201274;0,00222635;-0,00776494;-0,0050706;0,0419159;0,0745739;0;0,0792021;0,0895699;0,0686142;0,078638;-0,0216457;0,00110932;-0,0063912;0,0068041;-0,0296909;-0,0357738;-0,00615531;-0,00626842;-0,0214584;0,00496448;-0,0202744;0,0210826;0,000184852;0,000209731;-0,0138206;-0,00396048;0,0169731;-0,00798483;-0,0124403;0,0253023;0,0121038;0,0169902;-0,0268821;-0,0091855;-0,02238;-0,00612392;-0,00912932;-0,0167511;-0,00670562;-0,00177461;-0,0183607;-0,0225292;-0,00222813;-0,0308953;-0,00335884;-0,0316271;-0,0227807;-0,0305068;-0,00434855;-0,0461666;-0,0305463;-0,022192;-0,0220919;-0,0204395;-0,0274153;-0,0294149;0,00182373;-0,0284132;-0,0226587;-0,00702981;-0,016428;-0,0296512;-0,0233378;-0,0212221;-0,0235969;-0,0134599;-0,021282;-0,0178389;-0,0212795;-0,0201948;-0,0159932;-0,0158004;-0,0537314;0,0254321
"756712154013875";-0,0162806;0,0115714;0,020304;-0,00919573;-0,00483175;-0,00365522;0,0631666;0,110645;0,0792021;0;0,0712327;0,0712633;0,0690175;-0,0237985;-0,0114557;-0,0156259;0,0116637;-0,0396505;-0,0395169;-0,000346678;0,00383023;-0,0218775;0,0020155;-0,00599942;0,0204395;0,0173088;-0,0112223;0,0105391;0,0103825;-0,00293545;-0,00367217;-0,0176684;0,016804;0,00886812;0,00243395;-0,0245625;-0,0197368;-0,0217016;-0,0127589;-0,0242791;-0,017052;0,0412059;-0,0179553;-0,0102748;-0,0119366;-0,0162314;-0,0240415;-0,0242162;-0,0254415;-0,00652156;-0,0144991;-0,0324209;-0,0323805;-0,0344304;-0,00802857;-0,0186894;-0,0232167;-0,0214155;-0,022484;0,00208378;-0,0180807;-0,0421616;-0,00761616;0,0102984;-0,0393693;-0,0222757;-0,0299543;-0,0225648;-0,0229427;-0,0162081;-0,0140604;-0,0119593;0,00902196;-0,0182557;-0,0124089;-0,0422432;0,0155205
"756712455090575";-0,0111603;0,0104904;-0,0215941;-0,0127682;-0,0142509;-0,0200893;0,0341082;0,10154;0,0895699;0,0712327;0;0,118303;0,0780856;-0,0143107;0,00124699;-0,0206966;0,0196146;-0,0388692;-0,0273185;0,000118267;0,0013372;-0,0179195;0,0101044;-0,015831;0,00906124;0,00393303;-0,0223866;0,00388792;0,0119591;0,0223412;-0,00280135;-0,0065;0,0167943;0,0238436;0,00369244;-0,0180172;-0,0162858;-0,020181;-0,0100414;-0,0346824;-0,0193049;-0,0192239;0,0060754;-0,0149909;-0,02963;-0,0256406;-0,0209302;-0,0312075;-0,0275351;-0,0261182;-0,011528;-0,0299506;-0,0203462;-0,029355;-0,0152286;-0,0209938;-0,00257989;-0,0327661;-0,0250425;-0,00451577;-0,0283393;-0,0161373;0,002638;-0,0194656;-0,0387031;-0,0294694;-0,0199177;-0,0328468;-0,0161494;-0,0158633;-0,00518045;-0,00706945;-0,00574802;-0,0299183;-0,016539;-0,0490989;0,00286221
